date,temp
2015-01-03,6.5
2015-01-04,5.1
2015-01-05,6.9
2015-01-06,9.7
2015-01-07,8.3
2015-01-08,11.5
2015-01-09,11.4
2015-01-10,12.2
2015-01-11,5.1
2015-01-12,10.5
2015-01-13,11.1
2015-01-14,4.2
2015-01-15,11.4
2015-01-16,7.7
2015-01-17,2.7
2015-01-18,3.9
2015-01-19,3.1
2015-01-20,1.3
2015-01-21,5.3
2015-01-22,4.6
2015-01-23,0
2015-01-24,9.8
2015-01-25,3.4
2015-01-26,9.7
2015-01-27,6.3
2015-01-28,9.8
2015-01-29,4.8
2015-01-30,5.6
2015-01-31,3.8
2015-02-01,4
2015-02-02,-0.5
2015-02-03,1.5
2015-02-04,2.6
2015-02-05,2.4
2015-02-06,3.5
2015-02-07,2.9
2015-02-08,3.4
2015-02-09,3
2015-02-10,3
2015-02-11,5.5
2015-02-12,5.2
2015-02-13,7.3
2015-02-14,5.3
2015-02-15,6.6
2015-02-16,6.9
2015-02-17,4.2
2015-02-18,7.4
2015-02-19,8.2
2015-02-20,7.2
2015-02-21,3.2
2015-02-22,1.7
2015-02-23,8.8
2015-02-24,6.8
2015-02-25,8
2015-02-26,10.6
2015-02-27,4.6
2015-02-28,9.3
2015-03-01,10.8
2015-03-02,5.2
2015-03-03,5.3
2015-03-04,5.6
2015-03-05,5.1
2015-03-06,8.2
2015-03-07,9.4
2015-03-08,9.5
2015-03-09,6.5
2015-03-10,8.2
2015-03-11,7.8
2015-03-12,9.6
2015-03-13,8.7
2015-03-14,6.5
2015-03-15,5.7
2015-03-16,6.3
2015-03-17,5.9
2015-03-18,5.9
2015-03-19,6.9
2015-03-20,6.1
2015-03-21,9.4
2015-03-22,7.2
2015-03-23,5.4
2015-03-24,7.8
2015-03-25,6.8
2015-03-26,11.1
2015-03-27,6.8
2015-03-28,12.5
2015-03-29,10.5
2015-03-30,9.1
2015-03-31,10.7
2015-04-01,8.9
2015-04-02,10.2
2015-04-03,10.5
2015-04-04,10
2015-04-05,12
2015-04-06,11.5
2015-04-07,10.5
2015-04-08,13.2
2015-04-09,11.9
2015-04-10,11.5
2015-04-11,11.9
2015-04-12,11.3
2015-04-13,11.1
2015-04-14,11.2
2015-04-15,11.3
2015-04-16,12.5
2015-04-17,14.9
2015-04-18,11.7
2015-04-19,11.8
2015-04-20,10.2
2015-04-21,13.6
2015-04-22,14.2
2015-04-23,14
2015-04-24,10.4
2015-04-25,13
2015-04-26,11.1
2015-04-27,9
2015-04-28,9.6
2015-04-29,9.9
2015-04-30,11.7
2015-05-01,9
2015-05-02,10.5
2015-05-03,12.7
2015-05-04,12.1
2015-05-05,12.8
2015-05-06,11
2015-05-07,12.6
2015-05-08,10.7
2015-05-09,12.9
2015-05-10,12.6
2015-05-11,14.8
2015-05-12,13.4
2015-05-13,12.5
2015-05-14,13.3
2015-05-15,11.9
2015-05-16,14.2
2015-05-17,13.6
2015-05-18,10.5
2015-05-19,11.1
2015-05-20,13.2
2015-05-21,14.2
2015-05-22,14.3
2015-05-23,16.9
2015-05-24,13.7
2015-05-25,14.2
2015-05-26,14.7
2015-05-27,14.2
2015-05-28,13.8
2015-05-29,11.5
2015-05-30,12.3
2015-05-31,13.4
2015-06-01,11.9
2015-06-02,13.7
2015-06-03,14.4
2015-06-04,15.3
2015-06-05,17.3
2015-06-06,14.7
2015-06-07,15.3
2015-06-08,14.7
2015-06-09,14
2015-06-10,12.2
2015-06-11,16
2015-06-12,20.2
2015-06-13,16.8
2015-06-14,16
2015-06-15,15.3
2015-06-16,16.5
2015-06-17,14.8
2015-06-18,16.5
2015-06-19,17.1
2015-06-20,18.8
2015-06-21,15.1
2015-06-22,13.5
2015-06-23,17.9
2015-06-24,17.6
2015-06-25,18
2015-06-26,17.6
2015-06-27,18.5
2015-06-28,16.3
2015-06-29,17.7
2015-06-30,20.9
2015-07-01,23.9
2015-07-02,18.9
2015-07-03,18.6
2015-07-04,23.2
2015-07-05,17.6
2015-07-06,16.9
2015-07-07,17.8
2015-07-08,16.2
2015-07-09,17.4
2015-07-10,17.7
2015-07-11,18.1
2015-07-12,16.9
2015-07-13,17
2015-07-14,16
2015-07-15,17.3
2015-07-16,16.5
2015-07-17,20.5
2015-07-18,17.6
2015-07-19,16.4
2015-07-20,16.1
2015-07-21,19.1
2015-07-22,16.6
2015-07-23,16.6
2015-07-24,15.3
2015-07-25,16.9
2015-07-26,14
2015-07-27,15.4
2015-07-28,15.7
2015-07-29,15
2015-07-30,15.3
2015-07-31,15.8
2015-08-01,16.2
2015-08-02,16.8
2015-08-03,20.2
2015-08-04,16.2
2015-08-05,16.4
2015-08-06,16.9
2015-08-07,16.9
2015-08-08,18.7
2015-08-09,17.7
2015-08-10,17.5
2015-08-11,14.9
2015-08-12,17.6
2015-08-13,19.6
2015-08-14,18.8
2015-08-15,16.3
2015-08-16,14.9
2015-08-17,17.2
2015-08-18,18.4
2015-08-19,14.9
2015-08-20,17.6
2015-08-21,18.3
2015-08-22,18.5
2015-08-23,19.1
2015-08-24,14.8
2015-08-25,13.4
2015-08-26,17.9
2015-08-27,14.9
2015-08-28,17.1
2015-08-29,17.2
2015-08-30,15.8
2015-08-31,16.1
2015-09-01,16
2015-09-02,15.4
2015-09-03,13.2
2015-09-04,13.6
2015-09-05,15
2015-09-06,13.8
2015-09-07,14.6
2015-09-08,13.7
2015-09-09,14.3
2015-09-10,14.8
2015-09-11,16.6
2015-09-12,16.1
2015-09-13,15.3
2015-09-14,13.3
2015-09-15,14.4
2015-09-16,14.3
2015-09-17,13.2
2015-09-18,13.8
2015-09-19,12.8
2015-09-20,12.6
2015-09-21,14.3
2015-09-22,14.3
2015-09-23,10.7
2015-09-24,15.2
2015-09-25,12.7
2015-09-26,11.9
2015-09-27,12
2015-09-28,13.4
2015-09-29,14.2
2015-09-30,13.5
2015-10-01,13.7
2015-10-02,13.9
2015-10-03,9.1
2015-10-04,11
2015-10-05,17.4
2015-10-06,16.4
2015-10-07,14.9
2015-10-08,11.6
2015-10-09,12.7
2015-10-10,11.9
2015-10-11,12.9
2015-10-12,11.1
2015-10-13,10.2
2015-10-14,10.6
2015-10-15,11.4
2015-10-16,11.6
2015-10-17,11.4
2015-10-18,11.2
2015-10-19,12.5
2015-10-20,10.7
2015-10-21,13.8
2015-10-22,13.7
2015-10-23,12.2
2015-10-24,12.7
2015-10-25,4.5
2015-10-26,10
2015-10-27,13.5
2015-10-28,11.4
2015-10-29,13.7
2015-10-30,15.7
2015-10-31,15
2015-11-01,11.9
2015-11-02,11.2
2015-11-03,10.6
2015-11-04,12.5
2015-11-05,14.6
2015-11-06,14
2015-11-07,16
2015-11-08,12.6
2015-11-09,13.1
2015-11-10,14.7
2015-11-11,13.8
2015-11-12,13.3
2015-11-13,12.9
2015-11-14,8.8
2015-11-15,14.2
2015-11-16,14.2
2015-11-17,13.5
2015-11-18,12.9
2015-11-19,13.1
2015-11-20,9.4
2015-11-21,5.2
2015-11-22,2.6
2015-11-23,4.6
2015-11-24,11
2015-11-25,9.7
2015-11-26,10.4
2015-11-27,12
2015-11-28,6.1
2015-11-29,11.9
2015-11-30,11.9
2015-12-01,12.8
2015-12-02,12.6
2015-12-03,13.7
2015-12-04,11.1
2015-12-05,12
2015-12-06,13.6
2015-12-07,13.6
2015-12-08,13.7
2015-12-09,8.4
2015-12-10,12
2015-12-11,10.1
2015-12-12,11.4
2015-12-13,12.8
2015-12-14,10.5
2015-12-15,10.8
2015-12-16,13.3
2015-12-17,15.5
2015-12-18,12.8
2015-12-19,15.6
2015-12-20,15.2
2015-12-21,9.5
2015-12-22,14.3
2015-12-23,11.1
2015-12-24,12
2015-12-25,9.2
2015-12-26,14.6
2015-12-27,14.8
2015-12-28,12.8
2015-12-29,13.1
2015-12-30,13.1
2015-12-31,9.3
2016-01-01,5.2
2016-01-02,10.5
2016-01-03,9.6
2016-01-04,8.6
2016-01-05,8.7
2016-01-06,7.2
2016-01-07,10.7
2016-01-08,6.6
2016-01-09,9.5
2016-01-10,7.7
2016-01-11,6.3
2016-01-12,6.1
2016-01-13,5.2
2016-01-14,4.6
2016-01-15,2.6
2016-01-16,2.7
2016-01-17,5.2
2016-01-18,7
2016-01-19,4.4
2016-01-20,-2.2
2016-01-21,3.7
2016-01-22,9.2
2016-01-23,10
2016-01-24,12.6
2016-01-25,12.4
2016-01-26,10.9
2016-01-27,12.7
2016-01-28,6.6
2016-01-29,11.3
2016-01-30,11.2
2016-01-31,7
2016-02-01,11.6
2016-02-02,10
2016-02-03,6.2
2016-02-04,10.2
2016-02-05,10.3
2016-02-06,10
2016-02-07,7.4
2016-02-08,9.9
2016-02-09,7.1
2016-02-10,5.5
2016-02-11,1.5
2016-02-12,5
2016-02-13,5.8
2016-02-14,3.6
2016-02-15,2.6
2016-02-16,-0.8
2016-02-17,7.6
2016-02-18,4.6
2016-02-19,5.5
2016-02-20,9.8
2016-02-21,10.7
2016-02-22,10.5
2016-02-23,4.1
2016-02-24,5
2016-02-25,3.4
2016-02-26,3.2
2016-02-27,5.5
2016-02-28,5
2016-02-29,2.8
2016-03-01,10.2
2016-03-02,8.5
2016-03-03,7.6
2016-03-04,7.6
2016-03-05,5.5
2016-03-06,3.8
2016-03-07,4.3
2016-03-08,4.3
2016-03-09,7.8
2016-03-10,7.3
2016-03-11,3.4
2016-03-12,3.8
2016-03-13,8.4
2016-03-14,7.4
2016-03-15,7.7
2016-03-16,8.3
2016-03-17,7
2016-03-18,5.2
2016-03-19,6.5
2016-03-20,7.3
2016-03-21,6
2016-03-22,8.4
2016-03-23,8.7
2016-03-24,9.2
2016-03-25,10.1
2016-03-26,11.2
2016-03-27,9.1
2016-03-28,10.9
2016-03-29,8.3
2016-03-30,7.5
2016-03-31,8.6
